Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
14/10/2020,Brent,E09000005,-19,-7,53,-35,-38,12
15/10/2020,Brent,E09000005,-20,-5,57,-35,-38,12
16/10/2020,Brent,E09000005,-19,-3,57,-31,-36,11
17/10/2020,Brent,E09000005,-29,-13,50,-36,-20,7
18/10/2020,Brent,E09000005,-29,-11,49,-35,-20,6
19/10/2020,Brent,E09000005,-16,-5,111,-36,-39,12
20/10/2020,Brent,E09000005,-19,-8,86,-36,-39,12
21/10/2020,Brent,E09000005,-26,-13,18,-39,-39,15
22/10/2020,Brent,E09000005,-15,-1,98,-36,-39,13
23/10/2020,Brent,E09000005,-20,-6,63,-35,-38,13
24/10/2020,Brent,E09000005,-29,-16,17,-37,-20,8
25/10/2020,Brent,E09000005,-23,-8,39,-34,-19,5
26/10/2020,Brent,E09000005,-10,-6,86,-40,-46,13
27/10/2020,Brent,E09000005,-17,-12,13,-42,-47,15
28/10/2020,Brent,E09000005,-15,-7,36,-42,-45,14
29/10/2020,Brent,E09000005,-19,-9,6,-43,-47,16
30/10/2020,Brent,E09000005,-20,-3,37,-36,-44,14
31/10/2020,Brent,E09000005,-30,-10,14,-35,-19,8
01/11/2020,Brent,E09000005,-23,-6,13,-31,-17,5
02/11/2020,Brent,E09000005,-6,-1,65,-35,-38,11
03/11/2020,Brent,E09000005,-4,-4,47,-31,-37,10
04/11/2020,Brent,E09000005,4,2,65,-27,-36,9
05/11/2020,Brent,E09000005,-48,-8,57,-45,-44,17
06/11/2020,Brent,E09000005,-51,-4,56,-44,-44,19
07/11/2020,Brent,E09000005,-57,-11,90,-47,-35,13
08/11/2020,Brent,E09000005,-61,-10,54,-49,-38,11
09/11/2020,Brent,E09000005,-46,-8,86,-42,-44,17
10/11/2020,Brent,E09000005,-48,-5,83,-43,-45,17
11/11/2020,Brent,E09000005,-48,-4,44,-44,-45,17
12/11/2020,Brent,E09000005,-46,-1,84,-42,-46,17
13/11/2020,Brent,E09000005,-49,2,68,-40,-45,18
14/11/2020,Brent,E09000005,-62,-15,-5,-50,-38,15
15/11/2020,Brent,E09000005,-62,-9,27,-49,-40,11
16/11/2020,Brent,E09000005,-49,-7,65,-44,-46,17
17/11/2020,Brent,E09000005,-48,-7,76,-42,-45,17
18/11/2020,Brent,E09000005,-48,-6,47,-44,-45,18
19/11/2020,Brent,E09000005,-47,-5,41,-44,-46,18
20/11/2020,Brent,E09000005,-51,-4,30,-42,-44,19
21/11/2020,Brent,E09000005,-57,-8,45,-46,-35,13
22/11/2020,Brent,E09000005,-59,-6,65,-46,-37,10
23/11/2020,Brent,E09000005,-44,-6,75,-45,-44,16
24/11/2020,Brent,E09000005,-46,-7,70,-44,-44,17
25/11/2020,Brent,E09000005,-47,-6,40,-45,-44,18
26/11/2020,Brent,E09000005,-45,-4,72,-44,-44,17
27/11/2020,Brent,E09000005,-48,-2,51,-42,-44,18
28/11/2020,Brent,E09000005,-56,-7,41,-46,-33,12
29/11/2020,Brent,E09000005,-58,-9,35,-48,-35,10
30/11/2020,Brent,E09000005,-43,-6,59,-44,-43,16
01/12/2020,Brent,E09000005,-43,-4,67,-42,-41,15
02/12/2020,Brent,E09000005,-21,-5,40,-36,-38,13
03/12/2020,Brent,E09000005,-28,-13,6,-39,-39,14
04/12/2020,Brent,E09000005,-23,-1,28,-33,-36,13
05/12/2020,Brent,E09000005,-26,-7,53,-30,-18,6
06/12/2020,Brent,E09000005,-29,-8,20,-34,-19,5
07/12/2020,Brent,E09000005,-19,-6,46,-39,-39,12
08/12/2020,Brent,E09000005,-23,-8,37,-38,-37,13
09/12/2020,Brent,E09000005,-20,-4,37,-39,-38,13
10/12/2020,Brent,E09000005,-20,-4,36,-39,-39,13
11/12/2020,Brent,E09000005,-26,-4,38,-35,-36,13
12/12/2020,Brent,E09000005,-29,-9,37,-32,-19,7
13/12/2020,Brent,E09000005,-35,-13,-13,-39,-18,6
14/12/2020,Brent,E09000005,-20,-4,51,-39,-40,12
15/12/2020,Brent,E09000005,-10,0,57,-34,-39,11
16/12/2020,Brent,E09000005,-30,-3,24,-42,-42,15
17/12/2020,Brent,E09000005,-27,3,61,-43,-43,15
18/12/2020,Brent,E09000005,-36,-2,16,-43,-45,17
19/12/2020,Brent,E09000005,-38,-5,30,-39,-27,9
20/12/2020,Brent,E09000005,-58,-4,35,-47,-30,9
21/12/2020,Brent,E09000005,-47,8,31,-56,-56,20
22/12/2020,Brent,E09000005,-44,12,49,-56,-59,21
23/12/2020,Brent,E09000005,-44,25,18,-57,-60,22
24/12/2020,Brent,E09000005,-45,27,49,-60,-69,24
25/12/2020,Brent,E09000005,-84,-76,30,-89,-88,36
26/12/2020,Brent,E09000005,-76,-49,-1,-71,-59,19
27/12/2020,Brent,E09000005,-65,-18,29,-57,-39,11
28/12/2020,Brent,E09000005,-57,-17,51,-70,-76,29
29/12/2020,Brent,E09000005,-51,-8,32,-64,-67,26
30/12/2020,Brent,E09000005,-50,4,44,-64,-66,26
31/12/2020,Brent,E09000005,-51,12,33,-64,-69,26
01/01/2021,Brent,E09000005,-77,-54,6,-78,-82,35
02/01/2021,Brent,E09000005,-67,-24,35,-64,-48,18
03/01/2021,Brent,E09000005,-67,-23,14,-60,-39,12
04/01/2021,Brent,E09000005,-53,-15,7,-61,-56,22
05/01/2021,Brent,E09000005,-56,-20,-6,-62,-56,23
06/01/2021,Brent,E09000005,-53,-14,29,-61,-56,24
07/01/2021,Brent,E09000005,-54,-17,33,-61,-57,24
08/01/2021,Brent,E09000005,-58,-18,4,-60,-56,25
15/02/2020,Bromley,E09000006,-12,-6,-39,-11,-4,3
16/02/2020,Bromley,E09000006,-15,-10,-54,-15,-5,2
17/02/2020,Bromley,E09000006,9,2,5,-4,-16,3
18/02/2020,Bromley,E09000006,9,-3,3,-4,-16,3
19/02/2020,Bromley,E09000006,5,-4,-8,-8,-16,3
20/02/2020,Bromley,E09000006,3,-3,-18,-8,-16,3
21/02/2020,Bromley,E09000006,5,1,11,-5,-17,3
22/02/2020,Bromley,E09000006,-6,-2,3,1,0,0
23/02/2020,Bromley,E09000006,-7,-3,-17,1,1,-1
24/02/2020,Bromley,E09000006,-6,1,-14,-2,2,1
25/02/2020,Bromley,E09000006,-4,7,-3,0,3,0
26/02/2020,Bromley,E09000006,-1,0,7,-2,3,0
27/02/2020,Bromley,E09000006,-4,0,-3,-5,1,1
28/02/2020,Bromley,E09000006,-2,2,-15,1,1,1
29/02/2020,Bromley,E09000006,-1,3,-15,1,4,1
01/03/2020,Bromley,E09000006,3,4,12,1,5,-1
02/03/2020,Bromley,E09000006,1,6,3,-1,2,0
03/03/2020,Bromley,E09000006,0,4,-3,-4,1,0
04/03/2020,Bromley,E09000006,-2,3,-5,-4,1,1
05/03/2020,Bromley,E09000006,-11,-1,-26,-5,0,2
06/03/2020,Bromley,E09000006,2,10,20,0,1,1
07/03/2020,Bromley,E09000006,-4,5,8,-3,2,0
08/03/2020,Bromley,E09000006,-2,5,4,-1,1,0
09/03/2020,Bromley,E09000006,-3,8,-2,-3,0,2
10/03/2020,Bromley,E09000006,-4,10,1,-5,0,2
11/03/2020,Bromley,E09000006,-1,10,14,-7,-2,2
12/03/2020,Bromley,E09000006,-4,20,6,-10,-4,3
13/03/2020,Bromley,E09000006,-7,20,14,-13,-8,5
14/03/2020,Bromley,E09000006,-12,16,2,-16,-1,3
15/03/2020,Bromley,E09000006,-16,15,-6,-18,-6,3
16/03/2020,Bromley,E09000006,-6,31,29,-21,-16,7
17/03/2020,Bromley,E09000006,-16,36,8,-32,-28,12
18/03/2020,Bromley,E09000006,-18,45,17,-39,-37,16
19/03/2020,Bromley,E09000006,-20,46,-10,-44,-42,18
20/03/2020,Bromley,E09000006,-30,23,15,-45,-43,19
21/03/2020,Bromley,E09000006,-51,6,6,-49,-30,13
22/03/2020,Bromley,E09000006,-62,-9,7,-51,-40,11
23/03/2020,Bromley,E09000006,-49,-2,9,-58,-62,24
24/03/2020,Bromley,E09000006,-73,-16,2,-70,-72,30
25/03/2020,Bromley,E09000006,-74,-18,7,-73,-76,32
26/03/2020,Bromley,E09000006,-77,-22,10,-74,-76,33
27/03/2020,Bromley,E09000006,-77,-25,4,-73,-76,34
28/03/2020,Bromley,E09000006,-83,-36,-33,-73,-62,21
29/03/2020,Bromley,E09000006,-87,-44,-48,-73,-63,17
30/03/2020,Bromley,E09000006,-78,-28,-19,-77,-79,32
31/03/2020,Bromley,E09000006,-76,-23,1,-76,-79,33
01/04/2020,Bromley,E09000006,-77,-27,3,-76,-79,34
02/04/2020,Bromley,E09000006,-77,-28,5,-77,-79,34
03/04/2020,Bromley,E09000006,-76,-26,15,-75,-78,34
04/04/2020,Bromley,E09000006,-82,-35,-3,-70,-61,21
05/04/2020,Bromley,E09000006,-84,-38,-9,-68,-60,16
06/04/2020,Bromley,E09000006,-76,-29,2,-75,-80,32
07/04/2020,Bromley,E09000006,-76,-25,19,-74,-80,33
08/04/2020,Bromley,E09000006,-76,-24,10,-75,-79,33
09/04/2020,Bromley,E09000006,-73,-15,23,-73,-79,33
10/04/2020,Bromley,E09000006,-81,-30,20,-77,-87,37
11/04/2020,Bromley,E09000006,-83,-31,-11,-69,-62,21
12/04/2020,Bromley,E09000006,-91,-64,-10,-70,-63,16
13/04/2020,Bromley,E09000006,-81,-39,6,-82,-89,36
14/04/2020,Bromley,E09000006,-73,-24,16,-75,-78,33
15/04/2020,Bromley,E09000006,-75,-24,24,-74,-78,33
16/04/2020,Bromley,E09000006,-76,-25,17,-75,-78,34
17/04/2020,Bromley,E09000006,-78,-27,-14,-75,-78,35
18/04/2020,Bromley,E09000006,-82,-33,-17,-69,-57,21
19/04/2020,Bromley,E09000006,-83,-37,16,-66,-55,15
20/04/2020,Bromley,E09000006,-74,-27,31,-72,-77,31
21/04/2020,Bromley,E09000006,-74,-25,30,-73,-77,32
22/04/2020,Bromley,E09000006,-75,-24,41,-72,-76,33
23/04/2020,Bromley,E09000006,-75,-21,43,-72,-76,33
24/04/2020,Bromley,E09000006,-74,-23,40,-69,-75,33
25/04/2020,Bromley,E09000006,-79,-29,11,-65,-55,19
26/04/2020,Bromley,E09000006,-81,-35,24,-63,-52,14
27/04/2020,Bromley,E09000006,-71,-26,32,-70,-76,30
28/04/2020,Bromley,E09000006,-76,-32,-48,-77,-77,34
29/04/2020,Bromley,E09000006,-73,-24,-4,-73,-76,33
30/04/2020,Bromley,E09000006,-74,-26,-10,-74,-76,33
01/05/2020,Bromley,E09000006,-75,-23,16,-69,-73,33
02/05/2020,Bromley,E09000006,-79,-27,18,-62,-50,19
03/05/2020,Bromley,E09000006,-82,-36,1,-63,-51,15
04/05/2020,Bromley,E09000006,-71,-22,47,-69,-74,29
05/05/2020,Bromley,E09000006,-71,-21,35,-71,-75,31
06/05/2020,Bromley,E09000006,-71,-19,49,-70,-73,31
07/05/2020,Bromley,E09000006,-71,-12,57,-68,-73,30
08/05/2020,Bromley,E09000006,-77,-25,76,-72,-83,34
09/05/2020,Bromley,E09000006,-80,-26,32,-60,-50,18
10/05/2020,Bromley,E09000006,-83,-38,-15,-64,-48,15
11/05/2020,Bromley,E09000006,-72,-23,11,-70,-73,30
12/05/2020,Bromley,E09000006,-71,-19,45,-68,-72,30
13/05/2020,Bromley,E09000006,-72,-21,22,-70,-72,31
14/05/2020,Bromley,E09000006,-72,-18,50,-69,-72,31
15/05/2020,Bromley,E09000006,-71,-19,84,-65,-70,30
16/05/2020,Bromley,E09000006,-77,-25,39,-58,-43,17
17/05/2020,Bromley,E09000006,-78,-26,58,-55,-41,12
18/05/2020,Bromley,E09000006,-68,-18,90,-64,-71,27
19/05/2020,Bromley,E09000006,-68,-14,97,-65,-71,28
20/05/2020,Bromley,E09000006,-68,-13,89,-66,-70,28
21/05/2020,Bromley,E09000006,-67,-12,84,-67,-70,29
22/05/2020,Bromley,E09000006,-69,-14,76,-63,-68,29
23/05/2020,Bromley,E09000006,-75,-22,26,-58,-41,16
24/05/2020,Bromley,E09000006,-75,-25,56,-53,-37,11
25/05/2020,Bromley,E09000006,-70,-18,163,-70,-84,29
26/05/2020,Bromley,E09000006,-64,-10,88,-64,-69,27
27/05/2020,Bromley,E09000006,-65,-13,90,-64,-69,28
28/05/2020,Bromley,E09000006,-65,-10,109,-64,-69,28
29/05/2020,Bromley,E09000006,-65,-10,108,-60,-66,27
30/05/2020,Bromley,E09000006,-73,-17,70,-50,-28,13
31/05/2020,Bromley,E09000006,-74,-22,70,-48,-26,10
01/06/2020,Bromley,E09000006,-62,-12,95,-60,-65,25
02/06/2020,Bromley,E09000006,-63,-11,92,-61,-65,25
03/06/2020,Bromley,E09000006,-66,-15,26,-63,-66,28
04/06/2020,Bromley,E09000006,-66,-15,44,-63,-65,28
05/06/2020,Bromley,E09000006,-64,-17,30,-60,-63,27
06/06/2020,Bromley,E09000006,-71,-24,-9,-57,-32,16
07/06/2020,Bromley,E09000006,-72,-25,23,-51,-30,11
08/06/2020,Bromley,E09000006,-59,-14,61,-60,-64,25
09/06/2020,Bromley,E09000006,-59,-16,83,-60,-64,26
10/06/2020,Bromley,E09000006,-63,-18,7,-64,-65,28
11/06/2020,Bromley,E09000006,-61,-16,35,-63,-64,27
12/06/2020,Bromley,E09000006,-60,-16,35,-59,-62,27
13/06/2020,Bromley,E09000006,-66,-16,82,-45,-21,11
14/06/2020,Bromley,E09000006,-67,-19,75,-43,-22,8
15/06/2020,Bromley,E09000006,-44,-12,70,-55,-63,23
16/06/2020,Bromley,E09000006,-45,-10,79,-56,-63,24
17/06/2020,Bromley,E09000006,-50,-15,35,-59,-64,26
18/06/2020,Bromley,E09000006,-51,-12,40,-60,-64,26
19/06/2020,Bromley,E09000006,-50,-9,64,-54,-60,24
20/06/2020,Bromley,E09000006,-57,-11,69,-43,-19,10
21/06/2020,Bromley,E09000006,-61,-20,43,-42,-15,8
22/06/2020,Bromley,E09000006,-44,-12,101,-54,-63,22
23/06/2020,Bromley,E09000006,-45,-5,96,-54,-63,23
24/06/2020,Bromley,E09000006,-47,-5,90,-55,-63,23
25/06/2020,Bromley,E09000006,-51,-4,93,-55,-62,23
26/06/2020,Bromley,E09000006,-50,-6,81,-52,-60,23
27/06/2020,Bromley,E09000006,-56,-15,9,-47,-25,12
28/06/2020,Bromley,E09000006,-58,-15,51,-39,-14,8
29/06/2020,Bromley,E09000006,-42,-10,56,-54,-60,22
30/06/2020,Bromley,E09000006,-45,-13,16,-58,-61,24
01/07/2020,Bromley,E09000006,-45,-12,39,-55,-60,24
02/07/2020,Bromley,E09000006,-44,-10,42,-56,-60,24
03/07/2020,Bromley,E09000006,-45,-10,78,-50,-58,22
04/07/2020,Bromley,E09000006,-47,-17,29,-39,-18,9
05/07/2020,Bromley,E09000006,-46,-21,67,-34,-12,6
06/07/2020,Bromley,E09000006,-33,-11,67,-51,-60,20
07/07/2020,Bromley,E09000006,-33,-10,67,-52,-60,21
08/07/2020,Bromley,E09000006,-39,-14,5,-55,-61,23
09/07/2020,Bromley,E09000006,-37,-10,39,-53,-60,22
10/07/2020,Bromley,E09000006,-36,-11,70,-47,-57,20
11/07/2020,Bromley,E09000006,-43,-15,65,-33,-12,7
12/07/2020,Bromley,E09000006,-45,-16,69,-28,-7,4
13/07/2020,Bromley,E09000006,-31,-11,82,-49,-59,19
14/07/2020,Bromley,E09000006,-31,-10,60,-51,-60,21
15/07/2020,Bromley,E09000006,-29,-13,51,-52,-58,21
16/07/2020,Bromley,E09000006,-27,-9,76,-53,-58,20
17/07/2020,Bromley,E09000006,-28,-10,104,-48,-56,18
18/07/2020,Bromley,E09000006,-39,-15,64,-35,-12,5
19/07/2020,Bromley,E09000006,-40,-22,9,-39,-13,5
20/07/2020,Bromley,E09000006,-22,-10,95,-50,-59,18
21/07/2020,Bromley,E09000006,-22,-8,96,-52,-59,20
22/07/2020,Bromley,E09000006,-24,-13,90,-51,-59,19
23/07/2020,Bromley,E09000006,-24,-10,90,-51,-59,19
24/07/2020,Bromley,E09000006,-29,-14,86,-47,-59,17
25/07/2020,Bromley,E09000006,-38,-21,-6,-39,-17,8
26/07/2020,Bromley,E09000006,-36,-18,47,-30,-8,4
27/07/2020,Bromley,E09000006,-25,-15,27,-52,-64,19
28/07/2020,Bromley,E09000006,-20,-10,81,-51,-62,19
29/07/2020,Bromley,E09000006,-21,-11,87,-49,-62,19
30/07/2020,Bromley,E09000006,-22,-8,101,-49,-61,18
31/07/2020,Bromley,E09000006,-31,-13,62,-46,-61,16
01/08/2020,Bromley,E09000006,-39,-17,41,-32,-12,4
02/08/2020,Bromley,E09000006,-34,-23,47,-31,-8,2
03/08/2020,Bromley,E09000006,-14,-13,76,-49,-62,17
04/08/2020,Bromley,E09000006,-12,-14,87,-50,-62,18
05/08/2020,Bromley,E09000006,-12,-14,79,-49,-60,18
06/08/2020,Bromley,E09000006,-22,-10,81,-51,-61,18
07/08/2020,Bromley,E09000006,-29,-13,57,-49,-60,16
08/08/2020,Bromley,E09000006,-39,-17,37,-37,-13,4
09/08/2020,Bromley,E09000006,-35,-15,41,-32,-4,2
10/08/2020,Bromley,E09000006,-13,-12,51,-51,-61,16
11/08/2020,Bromley,E09000006,-11,-12,53,-51,-62,17
12/08/2020,Bromley,E09000006,-11,-14,46,-50,-60,18
13/08/2020,Bromley,E09000006,-24,-13,39,-54,-61,19
14/08/2020,Bromley,E09000006,-24,-14,38,-47,-60,17
15/08/2020,Bromley,E09000006,-36,-22,-8,-40,-16,6
16/08/2020,Bromley,E09000006,-32,-23,25,-34,-8,3
17/08/2020,Bromley,E09000006,-6,-16,NA,-50,-61,16
18/08/2020,Bromley,E09000006,-2,-15,NA,-49,-59,17
19/08/2020,Bromley,E09000006,-13,-21,NA,-53,-60,19
20/08/2020,Bromley,E09000006,-16,-11,NA,-49,-58,16
21/08/2020,Bromley,E09000006,-22,-14,NA,-46,-57,16
22/08/2020,Bromley,E09000006,-32,-18,38,-34,-9,4
23/08/2020,Bromley,E09000006,-30,-17,42,-29,-4,2
24/08/2020,Bromley,E09000006,-2,-16,NA,-49,-59,16
25/08/2020,Bromley,E09000006,-3,-14,NA,-50,-60,18
26/08/2020,Bromley,E09000006,5,-14,NA,-46,-57,16
27/08/2020,Bromley,E09000006,-18,-14,NA,-51,-58,17
28/08/2020,Bromley,E09000006,-17,-10,NA,-46,-57,15
29/08/2020,Bromley,E09000006,-28,-15,-3,-34,-10,4
30/08/2020,Bromley,E09000006,-25,-22,19,-28,-2,1
31/08/2020,Bromley,E09000006,8,-19,NA,-57,-77,17
01/09/2020,Bromley,E09000006,-9,-5,NA,-46,-57,16
02/09/2020,Bromley,E09000006,-12,-9,NA,-46,-54,16
03/09/2020,Bromley,E09000006,-16,-11,NA,-46,-55,16
04/09/2020,Bromley,E09000006,-18,-9,NA,-38,-52,14
05/09/2020,Bromley,E09000006,-23,-15,37,-30,-7,4
06/09/2020,Bromley,E09000006,-24,-12,NA,-31,-2,2
07/09/2020,Bromley,E09000006,-14,-11,NA,-40,-54,14
08/09/2020,Bromley,E09000006,-14,-8,NA,-40,-54,14
09/09/2020,Bromley,E09000006,-14,-11,NA,-40,-50,14
10/09/2020,Bromley,E09000006,-15,-10,NA,-41,-50,14
11/09/2020,Bromley,E09000006,-18,-6,56,-33,-49,12
12/09/2020,Bromley,E09000006,-26,-13,40,-28,-2,4
13/09/2020,Bromley,E09000006,-24,-12,70,-22,2,1
14/09/2020,Bromley,E09000006,-18,-8,68,-39,-47,13
15/09/2020,Bromley,E09000006,-17,-8,62,-38,-47,14
16/09/2020,Bromley,E09000006,-19,-12,58,-39,-46,14
17/09/2020,Bromley,E09000006,-19,-10,66,-41,-47,14
18/09/2020,Bromley,E09000006,-21,-8,59,-34,-45,13
19/09/2020,Bromley,E09000006,-27,-13,39,-28,-3,4
20/09/2020,Bromley,E09000006,-26,-13,54,-26,2,2
21/09/2020,Bromley,E09000006,-18,-8,60,-39,-47,14
22/09/2020,Bromley,E09000006,-16,-7,52,-39,-46,14
23/09/2020,Bromley,E09000006,-20,-12,10,-41,-46,16
24/09/2020,Bromley,E09000006,-22,-7,11,-44,-46,16
25/09/2020,Bromley,E09000006,-22,-7,4,-39,-45,15
26/09/2020,Bromley,E09000006,-27,-12,0,-31,-3,6
27/09/2020,Bromley,E09000006,-29,-16,-1,-33,-1,4
28/09/2020,Bromley,E09000006,-16,-6,49,-41,-44,14
29/09/2020,Bromley,E09000006,-17,-6,32,-42,-45,16
30/09/2020,Bromley,E09000006,-17,-11,9,-41,-44,16
01/10/2020,Bromley,E09000006,-16,-6,37,-42,-43,15
02/10/2020,Bromley,E09000006,-30,-9,-17,-38,-44,16
03/10/2020,Bromley,E09000006,-27,-6,-13,-31,-2,7
04/10/2020,Bromley,E09000006,-35,-17,-38,-37,-4,6
05/10/2020,Bromley,E09000006,-18,-6,29,-39,-44,15
06/10/2020,Bromley,E09000006,-19,-2,21,-40,-45,15
07/10/2020,Bromley,E09000006,-17,-6,37,-38,-42,15
08/10/2020,Bromley,E09000006,-23,-8,12,-43,-43,16
09/10/2020,Bromley,E09000006,-22,-4,18,-35,-42,14
10/10/2020,Bromley,E09000006,-26,-6,0,-30,0,6
11/10/2020,Bromley,E09000006,-27,-12,25,-27,4,4
12/10/2020,Bromley,E09000006,-24,-8,6,-42,-44,16
13/10/2020,Bromley,E09000006,-24,-6,-5,-43,-44,17
14/10/2020,Bromley,E09000006,-18,-4,14,-40,-42,16
15/10/2020,Bromley,E09000006,-20,-3,23,-43,-42,16
16/10/2020,Bromley,E09000006,-19,1,24,-35,-41,14
17/10/2020,Bromley,E09000006,-29,-7,6,-38,-3,8
18/10/2020,Bromley,E09000006,-29,-13,26,-37,-3,6
19/10/2020,Bromley,E09000006,-21,-7,39,-46,-50,17
20/10/2020,Bromley,E09000006,-21,-4,30,-48,-49,18
21/10/2020,Bromley,E09000006,-28,-13,-16,-49,-50,20
22/10/2020,Bromley,E09000006,-20,-5,34,-49,-48,17
23/10/2020,Bromley,E09000006,-24,-5,12,-44,-48,17
24/10/2020,Bromley,E09000006,-31,-10,-14,-38,-4,8
25/10/2020,Bromley,E09000006,-28,-11,0,-38,1,6
26/10/2020,Bromley,E09000006,-13,-4,42,-49,-56,17
27/10/2020,Bromley,E09000006,-18,-4,-11,-52,-57,20
28/10/2020,Bromley,E09000006,-15,-6,18,-50,-54,19
29/10/2020,Bromley,E09000006,-21,-7,-13,-54,-55,20
30/10/2020,Bromley,E09000006,-20,1,27,-44,-53,17
31/10/2020,Bromley,E09000006,-33,-3,-16,-40,-2,8
01/11/2020,Bromley,E09000006,-20,-10,-1,-34,4,5
02/11/2020,Bromley,E09000006,-5,2,19,-40,-45,15
03/11/2020,Bromley,E09000006,0,4,6,-38,-43,15
04/11/2020,Bromley,E09000006,10,3,23,-35,-41,13
05/11/2020,Bromley,E09000006,-57,-11,13,-55,-52,22
06/11/2020,Bromley,E09000006,-58,-6,21,-52,-52,23
07/11/2020,Bromley,E09000006,-62,-10,35,-54,-27,15
08/11/2020,Bromley,E09000006,-62,-16,29,-51,-29,11
09/11/2020,Bromley,E09000006,-51,-12,24,-52,-52,21
10/11/2020,Bromley,E09000006,-50,-5,31,-51,-51,21
11/11/2020,Bromley,E09000006,-51,-9,16,-51,-51,22
12/11/2020,Bromley,E09000006,-51,-5,37,-54,-51,22
13/11/2020,Bromley,E09000006,-53,0,27,-49,-50,22
14/11/2020,Bromley,E09000006,-62,-10,-25,-57,-30,15
15/11/2020,Bromley,E09000006,-62,-15,-3,-55,-31,12
16/11/2020,Bromley,E09000006,-50,-10,14,-51,-51,20
17/11/2020,Bromley,E09000006,-48,-3,21,-51,-51,21
18/11/2020,Bromley,E09000006,-49,-12,17,-48,-50,22
19/11/2020,Bromley,E09000006,-50,-13,3,-51,-51,22
20/11/2020,Bromley,E09000006,-52,-8,4,-44,-50,22
21/11/2020,Bromley,E09000006,-57,-13,15,-42,-28,14
22/11/2020,Bromley,E09000006,-57,-18,40,-39,-27,10
23/11/2020,Bromley,E09000006,-47,-14,19,-46,-52,20
24/11/2020,Bromley,E09000006,-47,-10,20,-47,-51,21
25/11/2020,Bromley,E09000006,-48,-12,7,-52,-50,22
26/11/2020,Bromley,E09000006,-46,-9,18,-53,-51,21
27/11/2020,Bromley,E09000006,-49,-2,16,-48,-51,21
28/11/2020,Bromley,E09000006,-54,-8,10,-49,-24,13
29/11/2020,Bromley,E09000006,-56,-16,14,-49,-27,11
30/11/2020,Bromley,E09000006,-43,-7,2,-50,-50,20
01/12/2020,Bromley,E09000006,-43,-3,13,-50,-49,20
02/12/2020,Bromley,E09000006,-15,1,11,-45,-44,18
03/12/2020,Bromley,E09000006,-24,-4,-20,-48,-45,19
04/12/2020,Bromley,E09000006,-20,8,-4,-40,-43,18
05/12/2020,Bromley,E09000006,-22,5,2,-33,-3,8
06/12/2020,Bromley,E09000006,-26,-2,-3,-36,-6,7
07/12/2020,Bromley,E09000006,-15,2,0,-45,-46,17
08/12/2020,Bromley,E09000006,-15,8,5,-46,-45,17
09/12/2020,Bromley,E09000006,-16,3,5,-45,-44,18
10/12/2020,Bromley,E09000006,-17,6,2,-48,-46,18
11/12/2020,Bromley,E09000006,-20,7,10,-40,-45,17
12/12/2020,Bromley,E09000006,-24,6,-3,-35,-8,8
13/12/2020,Bromley,E09000006,-30,-3,-29,-38,-11,8
14/12/2020,Bromley,E09000006,-12,7,3,-46,-48,17
15/12/2020,Bromley,E09000006,-2,13,9,-43,-48,17
16/12/2020,Bromley,E09000006,-29,7,0,-51,-50,21
17/12/2020,Bromley,E09000006,-27,12,28,-52,-52,20
18/12/2020,Bromley,E09000006,-34,12,-8,-51,-55,22
19/12/2020,Bromley,E09000006,-37,11,-11,-44,-15,11
20/12/2020,Bromley,E09000006,-58,-6,13,-51,-24,10
21/12/2020,Bromley,E09000006,-42,22,2,-63,-66,24
22/12/2020,Bromley,E09000006,-38,30,33,-63,-67,25
23/12/2020,Bromley,E09000006,-37,36,8,-64,-69,27
24/12/2020,Bromley,E09000006,-45,23,43,-71,-76,28
25/12/2020,Bromley,E09000006,-94,-92,-1,-92,-90,36
26/12/2020,Bromley,E09000006,-85,-60,-7,-79,-59,18
27/12/2020,Bromley,E09000006,-67,-25,6,-63,-39,12
28/12/2020,Bromley,E09000006,-57,-18,44,-77,-84,31
29/12/2020,Bromley,E09000006,-48,-3,34,-72,-77,30
30/12/2020,Bromley,E09000006,-48,2,47,-71,-75,30
31/12/2020,Bromley,E09000006,-50,10,31,-74,-76,30
01/01/2021,Bromley,E09000006,-82,-59,8,-84,-87,36
02/01/2021,Bromley,E09000006,-67,-18,4,-68,-41,17
03/01/2021,Bromley,E09000006,-67,-24,-9,-64,-33,13
04/01/2021,Bromley,E09000006,-58,-17,-29,-68,-64,27
05/01/2021,Bromley,E09000006,-60,-18,-26,-70,-65,28
06/01/2021,Bromley,E09000006,-59,-18,1,-68,-65,29
07/01/2021,Bromley,E09000006,-60,-19,12,-70,-65,29
08/01/2021,Bromley,E09000006,-63,-18,3,-67,-63,29
15/02/2020,Camden,E09000007,-9,-15,-37,-5,1,3
16/02/2020,Camden,E09000007,-5,-13,-39,0,-3,2
17/02/2020,Camden,E09000007,5,7,29,0,-11,1
18/02/2020,Camden,E09000007,2,3,8,0,-11,2
19/02/2020,Camden,E09000007,2,2,8,2,-12,2
20/02/2020,Camden,E09000007,0,-2,-8,-1,-13,3
21/02/2020,Camden,E09000007,3,2,14,3,-11,2
22/02/2020,Camden,E09000007,-3,-6,-5,10,-3,1
